application_id,customer_id,branch_id,product_id,application_date,loan_amount_requested,loan_amount_approved,tenure_months,interest_rate,emi_amount,application_status,rejection_reason,risk_category,disbursal_date,loan_status
8167,1233,29,2,2026-04-16,65000.0,,40,,,Rejected,High Debt-to-Income Ratio,,,NA
8168,5930,35,3,2025-09-03,737000.0,624000.0,73,10.17,11498.12,Approved,,Medium,2025-09-10,Active
8169,3297,8,2,2024-08-14,866000.0,737000.0,56,15.1,18417.12,Approved,,Medium,2024-08-21,Closed
8170,2467,47,1,2024-04-05,1400000.0,,68,,,Pending,,,,NA
8171,1649,46,1,2026-04-09,2791000.0,2648000.0,279,10.39,25201.46,Approved,,Low,2026-04-29,Active
8172,4271,54,1,2025-01-11,5520000.0,4962000.0,172,10.03,54493.13,Approved,,Medium,2025-01-20,Active
8173,4089,30,5,2024-10-26,310000.0,,22,,,Rejected,Unverifiable Employment,,,NA
8174,1332,42,3,2026-04-04,528000.0,481000.0,53,10.04,11273.18,Approved,,Medium,2026-04-17,Active
8175,1357,25,5,2023-08-07,403000.0,339000.0,13,8.53,27392.85,Approved,,Low,2023-08-17,Active
8176,3848,27,3,2023-08-31,861000.0,,31,,,Withdrawn,,,,NA
8177,518,26,1,2024-04-06,3712000.0,,112,,,Rejected,High Debt-to-Income Ratio,,,NA
8178,296,5,5,2023-10-09,495000.0,,24,,,Rejected,Low Credit Score,,,NA
8179,5165,54,5,2024-09-06,110000.0,104000.0,28,10.51,4204.48,Approved,,High,2024-09-22,Active
8180,2154,33,2,2024-07-26,214000.0,193000.0,27,12.61,8247.33,Approved,,Medium,2024-08-03,Active
8181,3863,48,6,2025-11-08,1015000.0,,71,,,Rejected,High Debt-to-Income Ratio,,,NA
8182,4673,24,4,2024-02-20,1492000.0,1149000.0,79,9.52,19630.77,Approved,,High,2024-03-12,Closed
8183,5665,55,1,2025-12-17,5555000.0,,357,,,Pending,,,,NA
8184,1450,32,2,2023-09-22,138000.0,134000.0,59,17.31,3388.52,Approved,,High,2023-09-28,Active
8185,1182,31,3,2024-04-27,1450000.0,1181000.0,84,12.24,20999.76,Approved,,Medium,2024-05-06,Active
8186,1578,29,4,2023-11-02,590000.0,527000.0,117,10.74,7285.25,Approved,,High,2023-11-09,Defaulted
8187,5006,20,4,2024-08-08,1923000.0,,65,,,Pending,,,,NA
8188,2201,30,4,2025-04-02,723000.0,555000.0,137,9.45,6636.41,Approved,,Medium,2025-04-06,Active
8189,1202,27,5,2025-08-23,608000.0,580000.0,33,10.92,20425.9,Approved,,Medium,2025-08-28,Active
8190,4230,9,3,2023-12-20,546000.0,521000.0,40,12.42,15973.02,Approved,,Low,2024-01-01,Closed
8191,1617,3,5,2025-07-04,154000.0,,7,,,Rejected,Low Credit Score,,,NA
8192,5854,32,3,2024-05-14,527000.0,422000.0,36,12.3,14076.98,Approved,,Low,2024-06-03,Active
8193,5406,47,4,2024-08-15,970000.0,,72,,,Rejected,Unverifiable Employment,,,NA
8194,674,55,4,2024-06-04,576000.0,485000.0,97,11.61,7730.34,Approved,,Medium,2024-06-07,Closed
8195,1472,34,4,2025-08-31,856000.0,792000.0,130,9.88,9946.31,Approved,,High,2025-09-14,Active
8196,3817,52,4,2024-01-17,1564000.0,1526000.0,151,10.2,17979.64,Approved,,Medium,2024-01-30,Active
8197,5667,6,4,2024-06-07,1666000.0,1375000.0,121,10.77,18675.61,Approved,,Medium,2024-06-19,Closed
8198,464,55,4,2026-04-21,556000.0,530000.0,86,10.85,8892.73,Approved,,High,2026-04-25,Active
8199,3727,24,6,2025-04-29,201000.0,,19,,,Rejected,Low Credit Score,,,NA
8200,366,38,1,2024-10-20,2595000.0,2454000.0,138,9.91,29865.75,Approved,,Low,2024-10-29,Active
8201,5966,1,5,2023-09-03,366000.0,360000.0,17,8.49,22550.23,Approved,,Medium,2023-09-20,Defaulted
8202,5947,23,3,2025-09-20,601000.0,,25,,,Rejected,Incomplete Documentation,,,NA
8203,1681,12,1,2025-07-09,2801000.0,2758000.0,82,9.56,45937.05,Approved,,Medium,2025-07-29,Active
8204,24,10,2,2024-05-22,747000.0,,19,,,Rejected,Insufficient Income,,,NA
8205,716,35,1,2024-02-29,1590000.0,1282000.0,308,9.38,11022.76,Approved,,High,2024-03-17,Defaulted
8206,3200,46,3,2024-09-19,870000.0,,77,,,Withdrawn,,,,NA
8207,3621,11,4,2024-03-07,2381000.0,1812000.0,76,10.68,32909.67,Approved,,Medium,2024-03-26,Active
8208,5813,17,2,2023-07-21,861000.0,731000.0,16,17.11,51420.45,Approved,,Medium,2023-08-08,Closed
8209,2953,16,5,2024-11-25,391000.0,301000.0,32,8.02,10479.2,Approved,,Medium,2024-12-12,Closed
8210,1157,33,4,2024-08-22,298000.0,266000.0,155,10.79,3187.79,Approved,,Medium,2024-08-27,Active
8211,5616,5,5,2024-12-02,264000.0,,13,,,Rejected,High Debt-to-Income Ratio,,,NA
8212,304,45,4,2024-07-13,1467000.0,,79,,,Pending,,,,NA
8213,433,23,5,2024-04-23,162000.0,154000.0,20,10.8,8448.28,Approved,,High,2024-05-13,Closed
8214,848,31,4,2023-12-10,218000.0,,131,,,Pending,,,,NA
8215,5495,47,5,2025-09-28,280000.0,267000.0,9,8.61,30741.1,Approved,,Low,2025-10-03,Closed
8216,3960,13,3,2024-07-30,1269000.0,,74,,,Rejected,Insufficient Income,,,NA
8217,423,49,1,2026-03-07,4724000.0,4709000.0,248,9.8,44358.24,Approved,,Medium,2026-03-12,Written-Off
8218,1167,52,4,2024-03-30,1213000.0,,135,,,Pending,,,,NA
8219,945,13,5,2024-04-01,529000.0,415000.0,15,9.62,29474.07,Approved,,High,2024-04-18,Active
8220,3183,53,4,2025-05-22,2488000.0,2038000.0,124,11.9,28633.05,Approved,,Low,2025-06-07,Closed
8221,3507,39,5,2025-02-12,275000.0,239000.0,14,10.95,18262.74,Approved,,Medium,2025-03-02,Closed
8222,4249,42,3,2023-11-01,1132000.0,,76,,,Pending,,,,NA
8223,4810,9,1,2024-02-17,1527000.0,,279,,,Rejected,High Debt-to-Income Ratio,,,NA
8224,1236,28,4,2025-01-12,1381000.0,,145,,,Pending,,,,NA
8225,5655,53,3,2025-05-05,1495000.0,1303000.0,24,11.55,61063.27,Approved,,Medium,2025-05-20,Closed
8226,514,30,3,2024-08-07,1302000.0,,83,,,Withdrawn,,,,NA
8227,4897,1,6,2023-12-04,298000.0,242000.0,15,12.19,17475.34,Approved,,Medium,2023-12-09,Closed
8228,3045,48,6,2026-03-02,1978000.0,1684000.0,65,12.42,35721.17,Approved,,High,2026-03-22,Written-Off
8229,3391,22,3,2025-07-19,364000.0,,38,,,Rejected,Incomplete Documentation,,,NA
8230,214,19,6,2026-05-27,927000.0,801000.0,60,11.96,17801.62,Approved,,High,2026-05-30,Active
8231,5650,16,2,2023-09-21,1051000.0,,19,,,Rejected,Existing Default History,,,NA
8232,1784,12,6,2025-04-14,478000.0,369000.0,18,15.22,23058.21,Approved,,Medium,2025-04-18,Active
8233,238,13,6,2025-01-27,432000.0,356000.0,29,16.18,14913.44,Approved,,Low,2025-01-30,Active
8234,2140,18,3,2025-10-21,574000.0,,28,,,Pending,,,,NA
8235,1974,35,5,2026-06-29,277000.0,264000.0,11,8.29,25006.21,Approved,,Low,2026-07-20,Active
8236,1713,48,3,2024-02-08,1123000.0,993000.0,14,10.88,75846.01,Approved,,Medium,2024-02-12,Active
8237,2518,12,4,2025-01-05,1270000.0,1112000.0,137,10.18,13758.01,Approved,,Medium,2025-01-18,Defaulted
8238,1824,47,6,2024-02-23,686000.0,,44,,,Rejected,High Debt-to-Income Ratio,,,NA
8239,5419,54,5,2024-11-20,343000.0,,36,,,Rejected,Existing Default History,,,NA
8240,978,17,3,2024-01-06,438000.0,,69,,,Rejected,Existing Default History,,,NA
8241,1984,6,1,2025-01-15,2680000.0,,61,,,Withdrawn,,,,NA
8242,1274,31,5,2024-07-01,667000.0,596000.0,31,9.27,21693.46,Approved,,Medium,2024-07-12,Written-Off
8243,2359,20,1,2026-01-12,1493000.0,1359000.0,213,9.15,12925.53,Approved,,High,2026-01-31,Active
8244,4429,41,6,2024-12-23,1079000.0,910000.0,76,15.65,18944.09,Approved,,High,2024-12-31,Defaulted
8245,1759,6,5,2024-05-07,93000.0,74000.0,26,9.14,3148.06,Approved,,Low,2024-05-26,Closed
8246,272,24,2,2023-10-31,984000.0,865000.0,29,13.05,34938.41,Approved,,High,2023-11-15,Active
8247,1629,23,4,2025-09-01,1218000.0,,84,,,Rejected,High Debt-to-Income Ratio,,,NA
8248,2502,7,3,2023-07-17,508000.0,429000.0,55,10.89,9942.47,Approved,,Low,2023-07-24,Active
8249,775,41,4,2023-11-21,1146000.0,1032000.0,119,9.13,13213.44,Approved,,Low,2023-11-30,Closed
8250,505,39,6,2023-08-05,1039000.0,982000.0,83,13.46,18242.83,Approved,,High,2023-08-09,Closed
8251,4047,55,4,2023-07-01,2380000.0,1800000.0,165,10.91,21105.77,Approved,,Low,2023-07-09,Closed
8252,2099,6,4,2023-09-09,989000.0,764000.0,179,10.48,8455.29,Approved,,Medium,2023-09-13,Active
8253,4406,21,3,2025-12-09,576000.0,535000.0,30,10.98,20473.75,Approved,,Medium,2025-12-29,Active
8254,1276,30,5,2025-01-30,592000.0,486000.0,9,7.66,55738.12,Approved,,Medium,2025-02-19,Written-Off
8255,2782,11,6,2024-05-26,854000.0,,115,,,Rejected,Low Credit Score,,,NA
8256,900,46,2,2025-01-15,996000.0,879000.0,27,14.73,38445.47,Approved,,Medium,2025-01-27,Active
8257,657,42,4,2024-03-21,1388000.0,1128000.0,89,9.69,17818.3,Approved,,High,2024-04-05,Defaulted
8258,2150,22,3,2023-12-29,608000.0,,27,,,Rejected,Incomplete Documentation,,,NA
8259,1501,27,2,2025-12-17,402000.0,377000.0,31,16.17,14958.24,Approved,,High,2026-01-06,Defaulted
8260,547,12,2,2026-06-26,513000.0,388000.0,48,14.53,10706.12,Approved,,High,2026-07-06,Written-Off
8261,1394,4,6,2023-11-09,1046000.0,868000.0,33,14.92,32227.99,Approved,,Medium,2023-11-30,Defaulted
8262,5293,10,2,2025-07-25,1310000.0,1282000.0,47,15.52,36572.35,Approved,,Low,2025-08-13,Active
8263,1920,55,2,2025-10-10,1194000.0,1013000.0,17,10.99,64619.15,Approved,,Medium,2025-10-22,Active
8264,5701,7,2,2025-06-28,1459000.0,,25,,,Rejected,Insufficient Income,,,NA
8265,2662,51,6,2024-09-06,285000.0,230000.0,99,11.0,3544.63,Approved,,Medium,2024-09-22,Closed
8266,5129,16,4,2024-01-24,1036000.0,,95,,,Rejected,Insufficient Income,,,NA
8267,4651,42,6,2024-06-25,1019000.0,990000.0,96,13.04,16661.34,Approved,,High,2024-07-07,Active
8268,2069,7,5,2024-02-02,210000.0,,28,,,Withdrawn,,,,NA
8269,2040,42,2,2023-11-21,1273000.0,,58,,,Pending,,,,NA
8270,4881,19,1,2026-01-11,17065000.0,,137,,,Pending,,,,NA
8271,3420,7,4,2026-04-16,229000.0,,88,,,Rejected,Unverifiable Employment,,,NA
8272,1270,18,6,2024-04-08,1226000.0,,118,,,Pending,,,,NA
8273,3057,40,3,2025-06-15,1448000.0,1411000.0,45,9.86,37636.03,Approved,,High,2025-06-18,Closed
8274,3770,36,5,2025-07-27,602000.0,,17,,,Pending,,,,NA
8275,308,13,1,2024-03-05,2006000.0,,138,,,Rejected,High Debt-to-Income Ratio,,,NA
8276,2212,37,5,2026-05-08,276000.0,262000.0,21,8.16,13430.48,Approved,,Low,2026-05-16,Closed
8277,5459,16,6,2024-03-09,980000.0,881000.0,94,12.82,14899.07,Approved,,Medium,2024-03-15,Defaulted
8278,1599,45,1,2025-12-16,1902000.0,1771000.0,76,10.25,31774.91,Approved,,Medium,2025-12-20,Active
8279,2099,47,6,2024-07-21,939000.0,771000.0,61,14.84,18074.89,Approved,,High,2024-08-11,Closed
8280,952,3,6,2025-03-28,1628000.0,1491000.0,31,11.59,55886.01,Approved,,Medium,2025-04-13,Closed
8281,2130,35,6,2025-06-30,837000.0,,30,,,Rejected,High Debt-to-Income Ratio,,,NA
8282,4387,7,1,2024-04-21,4299000.0,,84,,,Rejected,Insufficient Income,,,NA
8283,2288,12,3,2024-08-29,1187000.0,1066000.0,47,10.96,27997.99,Approved,,Low,2024-09-08,Active
8284,3585,2,5,2024-05-27,541000.0,467000.0,36,10.09,15088.52,Approved,,Medium,2024-06-14,Closed
8285,3524,17,3,2025-08-28,1270000.0,,16,,,Withdrawn,,,,NA
8286,4801,7,2,2023-09-09,937000.0,903000.0,23,17.48,46486.9,Approved,,Low,2023-09-14,Closed
8287,925,48,4,2025-04-01,431000.0,386000.0,145,11.08,4840.95,Approved,,High,2025-04-15,Defaulted
8288,5600,26,2,2024-03-19,752000.0,666000.0,15,13.23,48416.22,Approved,,Medium,2024-04-09,Closed
8289,5015,52,2,2024-04-08,470000.0,396000.0,41,17.34,12868.14,Approved,,Medium,2024-04-14,Closed
8290,1579,49,4,2023-08-17,247000.0,208000.0,112,11.63,3052.1,Approved,,Low,2023-09-07,Active
8291,4926,3,1,2025-07-16,8446000.0,7110000.0,214,10.39,73115.99,Approved,,Low,2025-07-21,Active
8292,3548,2,3,2025-09-08,1362000.0,1058000.0,45,9.65,28114.56,Approved,,Low,2025-09-14,Closed
8293,3040,27,2,2026-02-05,274000.0,,31,,,Rejected,High Debt-to-Income Ratio,,,NA
8294,4762,52,5,2024-05-24,369000.0,365000.0,36,9.14,11630.7,Approved,,Medium,2024-06-01,Active
8295,5154,47,3,2025-09-06,1018000.0,775000.0,25,12.19,35259.14,Approved,,Medium,2025-09-17,Active
8296,3092,44,4,2025-10-05,1784000.0,,90,,,Withdrawn,,,,NA
8297,5963,9,6,2023-12-25,924000.0,919000.0,110,13.53,14621.3,Approved,,High,2024-01-08,Active
8298,1944,7,6,2026-04-25,1959000.0,1870000.0,24,11.75,87809.23,Approved,,High,2026-04-30,Active
8299,4949,16,6,2025-01-07,1185000.0,,73,,,Pending,,,,NA
8300,4890,1,4,2023-11-07,1423000.0,,78,,,Withdrawn,,,,NA
8301,5626,23,6,2025-01-03,1148000.0,,82,,,Withdrawn,,,,NA
8302,1653,34,6,2024-09-14,2236000.0,,12,,,Rejected,Unverifiable Employment,,,NA
8303,5383,29,6,2023-12-28,630000.0,,111,,,Rejected,Low Credit Score,,,NA
8304,1490,24,2,2026-01-14,1280000.0,1088000.0,14,10.82,83071.9,Approved,,Low,2026-02-03,Active
8305,2824,7,4,2023-07-03,312000.0,266000.0,63,11.58,5654.65,Approved,,Medium,2023-07-12,Active
8306,4582,34,2,2025-08-08,702000.0,,31,,,Rejected,Insufficient Income,,,NA
8307,3513,30,6,2023-12-14,731000.0,,77,,,Rejected,Incomplete Documentation,,,NA
8308,2726,31,5,2025-03-12,751000.0,606000.0,11,10.89,58135.77,Approved,,Medium,2025-03-29,Active
8309,4169,49,2,2026-05-06,1474000.0,1228000.0,39,15.01,39981.95,Approved,,Medium,2026-05-25,Active
8310,5843,4,3,2024-03-10,933000.0,714000.0,65,11.9,14955.13,Approved,,Low,2024-03-25,Active
8311,5855,9,1,2026-02-21,1599000.0,1408000.0,178,10.49,15627.68,Approved,,Medium,2026-03-02,Closed
8312,1175,43,5,2025-04-03,495000.0,,25,,,Withdrawn,,,,NA
8313,875,37,6,2025-11-19,718000.0,696000.0,114,11.76,10164.81,Approved,,High,2025-12-07,Closed
8314,1724,5,6,2025-09-13,1164000.0,1017000.0,15,16.34,75418.6,Approved,,High,2025-10-04,Defaulted
8315,1626,50,1,2024-05-03,2870000.0,2227000.0,155,8.8,24095.35,Approved,,High,2024-05-24,Defaulted
8316,5525,10,4,2026-06-20,2215000.0,,138,,,Rejected,Low Credit Score,,,NA
8317,3740,36,4,2025-09-10,516000.0,432000.0,67,10.04,8449.17,Approved,,Low,2025-09-24,Active
8318,2396,2,1,2026-05-01,2111000.0,,213,,,Rejected,Unverifiable Employment,,,NA
8319,4114,11,5,2025-05-29,271000.0,246000.0,18,9.22,14685.85,Approved,,Medium,2025-06-10,Active
8320,4967,3,1,2025-01-02,758000.0,754000.0,176,9.68,8036.39,Approved,,Low,2025-01-18,Active
8321,1170,23,3,2023-12-22,1414000.0,1062000.0,33,9.7,36793.8,Approved,,Medium,2024-01-08,Active
8322,2052,34,3,2025-08-14,532000.0,525000.0,20,11.66,29010.11,Approved,,Medium,2025-08-26,Defaulted
8323,5562,19,6,2023-08-28,304000.0,251000.0,52,15.05,6599.95,Approved,,Low,2023-09-02,Closed
8324,2736,10,6,2024-03-09,429000.0,,36,,,Rejected,Unverifiable Employment,,,NA
8325,3019,26,4,2025-10-16,1304000.0,,88,,,Rejected,High Debt-to-Income Ratio,,,NA
8326,1340,54,2,2025-04-01,353000.0,292000.0,16,16.29,20426.75,Approved,,Low,2025-04-05,Closed
8327,1984,36,6,2024-02-07,357000.0,,55,,,Rejected,Low Credit Score,,,NA
8328,4703,2,6,2023-12-27,780000.0,656000.0,29,16.34,27531.83,Approved,,Medium,2024-01-11,Active
8329,3187,53,4,2026-02-24,800000.0,,159,,,Rejected,Incomplete Documentation,,,NA
8330,3021,39,3,2024-02-12,1257000.0,,22,,,Rejected,High Debt-to-Income Ratio,,,NA
8331,5467,31,4,2026-05-26,1145000.0,,81,,,Withdrawn,,,,NA
8332,28,5,5,2024-10-24,500000.0,,35,,,Rejected,Unverifiable Employment,,,NA
8333,4992,11,3,2024-11-30,1189000.0,1002000.0,54,10.37,23299.17,Approved,,Medium,2024-12-21,Closed
8334,4557,13,1,2024-04-14,1625000.0,,360,,,Rejected,Insufficient Income,,,NA
8335,5869,27,5,2025-07-03,93000.0,79000.0,19,9.17,4482.88,Approved,,Medium,2025-07-21,Closed
8336,5638,47,6,2025-05-30,988000.0,,113,,,Withdrawn,,,,NA
8337,1938,34,5,2025-07-31,419000.0,,8,,,Rejected,Incomplete Documentation,,,NA
8338,3717,17,4,2024-06-13,754000.0,672000.0,153,9.15,7456.32,Approved,,Medium,2024-06-29,Closed
8339,2894,21,2,2024-05-26,332000.0,260000.0,23,14.86,13059.88,Approved,,Medium,2024-06-12,Defaulted
8340,576,20,3,2025-01-14,802000.0,,60,,,Rejected,High Debt-to-Income Ratio,,,NA
8341,3583,8,3,2025-02-11,687000.0,640000.0,60,11.94,14217.05,Approved,,Low,2025-02-27,Closed
8342,2685,49,5,2024-10-04,109000.0,87000.0,10,10.16,9110.25,Approved,,Low,2024-10-08,Defaulted
8343,1505,5,2,2024-09-22,1361000.0,,34,,,Withdrawn,,,,NA
8344,2581,29,6,2026-05-07,1693000.0,1633000.0,31,11.02,60770.79,Approved,,Medium,2026-05-18,Active
8345,3922,48,4,2025-09-19,896000.0,765000.0,127,10.75,10110.55,Approved,,Medium,2025-10-05,Defaulted
8346,5344,6,3,2023-08-08,405000.0,,67,,,Rejected,Existing Default History,,,NA
8347,563,16,1,2024-06-06,3791000.0,3566000.0,101,8.49,49530.98,Approved,,High,2024-06-13,Active
8348,3562,21,5,2025-03-16,681000.0,,12,,,Rejected,Low Credit Score,,,NA
8349,2933,30,5,2026-05-08,466000.0,,11,,,Rejected,High Debt-to-Income Ratio,,,NA
8350,104,1,4,2025-11-09,1875000.0,,114,,,Rejected,High Debt-to-Income Ratio,,,NA
8351,4820,17,5,2025-07-25,542000.0,470000.0,18,8.81,27969.99,Approved,,High,2025-08-08,Defaulted
8352,5032,37,4,2026-03-13,614000.0,,135,,,Pending,,,,NA
8353,4862,20,3,2024-06-19,693000.0,633000.0,31,9.98,23248.89,Approved,,Medium,2024-07-01,Active
8354,275,29,3,2024-03-25,1458000.0,1134000.0,60,10.35,24289.9,Approved,,Medium,2024-04-14,Active
8355,2813,51,1,2024-01-15,1302000.0,,242,,,Pending,,,,NA
8356,1903,16,2,2025-07-11,491000.0,490000.0,54,13.18,12077.76,Approved,,High,2025-07-23,Closed
8357,382,49,4,2024-06-16,2240000.0,1975000.0,97,11.71,31587.31,Approved,,Low,2024-06-24,Active
8358,3099,50,2,2025-06-26,690000.0,622000.0,53,16.04,16454.74,Approved,,Medium,2025-07-09,Active
8359,3258,18,6,2025-08-11,272000.0,214000.0,38,12.48,6846.34,Approved,,Medium,2025-08-15,Active
8360,4360,29,3,2025-08-10,1298000.0,,52,,,Rejected,Insufficient Income,,,NA
8361,5888,17,6,2024-06-25,603000.0,,22,,,Withdrawn,,,,NA
8362,5631,17,1,2024-04-27,5153000.0,,161,,,Rejected,High Debt-to-Income Ratio,,,NA
8363,340,29,1,2026-04-30,1809000.0,1757000.0,62,9.45,35926.9,Approved,,Low,2026-05-14,Active
8364,3050,40,1,2024-10-09,4588000.0,4392000.0,63,10.41,90785.83,Approved,,High,2024-10-30,Closed
8365,1987,12,2,2024-10-05,119000.0,116000.0,59,11.93,2608.25,Approved,,Medium,2024-10-26,Active
8366,3186,8,1,2024-01-15,1162000.0,986000.0,90,9.33,15272.9,Approved,,Low,2024-01-27,Active
8367,4029,55,3,2026-06-08,600000.0,497000.0,57,10.99,11231.24,Approved,,High,2026-06-26,Active
8368,5326,7,5,2024-01-31,420000.0,323000.0,35,9.29,10570.7,Approved,,Medium,2024-02-08,Closed
8369,5840,52,1,2024-01-04,8405000.0,,316,,,Pending,,,,NA
8370,5986,8,3,2024-06-11,1121000.0,1091000.0,78,8.98,18515.04,Approved,,Medium,2024-06-27,Active
8371,1211,16,1,2024-08-02,2068000.0,,324,,,Rejected,Insufficient Income,,,NA
8372,5168,33,4,2024-08-06,2450000.0,2099000.0,64,11.56,44092.25,Approved,,Medium,2024-08-23,Active
8373,1823,48,4,2026-05-08,782000.0,715000.0,173,9.16,7459.38,Approved,,Medium,2026-05-23,Active
8374,5722,53,1,2025-02-23,2316000.0,1845000.0,300,10.07,16856.66,Approved,,Medium,2025-03-13,Active
8375,2664,15,1,2025-02-12,4810000.0,,130,,,Rejected,Existing Default History,,,NA
8376,5934,37,2,2023-07-01,441000.0,371000.0,19,15.37,22122.71,Approved,,Medium,2023-07-09,Defaulted
8377,868,19,4,2024-06-18,2161000.0,1921000.0,137,10.49,24109.86,Approved,,Low,2024-07-06,Active
8378,1371,52,2,2025-01-26,758000.0,,35,,,Rejected,Insufficient Income,,,NA
8379,2737,55,6,2024-09-22,640000.0,519000.0,49,12.49,13575.25,Approved,,Medium,2024-10-06,Defaulted
8380,354,52,4,2023-07-19,1007000.0,,99,,,Rejected,Incomplete Documentation,,,NA
8381,2644,36,1,2025-09-30,898000.0,,84,,,Withdrawn,,,,NA
8382,753,5,5,2024-07-10,720000.0,581000.0,16,10.0,38937.98,Approved,,Low,2024-07-23,Active
8383,65,17,6,2025-12-17,522000.0,398000.0,77,11.44,7319.54,Approved,,Low,2026-01-01,Active
8384,5100,46,5,2024-04-22,659000.0,,36,,,Pending,,,,NA
8385,4364,17,2,2024-08-27,1298000.0,1252000.0,52,12.91,31562.31,Approved,,Medium,2024-09-05,Defaulted
8386,2114,18,5,2023-12-20,525000.0,,20,,,Pending,,,,NA
8387,4365,53,5,2024-04-14,324000.0,279000.0,10,9.69,29154.06,Approved,,Medium,2024-04-29,Active
8388,3406,10,4,2026-02-21,1490000.0,1416000.0,159,11.7,17560.29,Approved,,Medium,2026-03-01,Active
8389,2380,21,1,2024-08-16,4569000.0,3584000.0,108,9.28,49071.29,Approved,,Low,2024-08-21,Defaulted
8390,2339,4,1,2023-10-28,1406000.0,1219000.0,220,9.61,11803.43,Approved,,High,2023-11-04,Active
8391,2148,43,4,2025-04-24,2390000.0,2205000.0,66,9.36,42870.49,Approved,,Medium,2025-04-28,Active
8392,5265,53,3,2024-11-27,552000.0,535000.0,66,10.49,10702.49,Approved,,Low,2024-12-08,Closed
8393,5077,48,2,2025-08-01,1007000.0,905000.0,41,15.5,28570.44,Approved,,Medium,2025-08-05,Closed
8394,3713,2,1,2025-08-04,1212000.0,,112,,,Rejected,High Debt-to-Income Ratio,,,NA
8395,5601,11,5,2025-02-19,412000.0,387000.0,13,9.84,31505.89,Approved,,High,2025-02-25,Closed
8396,3082,41,2,2025-08-13,197000.0,,39,,,Rejected,Incomplete Documentation,,,NA
8397,4946,38,1,2023-12-08,1419000.0,1075000.0,297,9.23,9215.19,Approved,,High,2023-12-19,Active
8398,5910,38,6,2024-11-29,667000.0,,82,,,Rejected,Low Credit Score,,,NA
8399,5735,24,3,2024-12-25,453000.0,,37,,,Rejected,Incomplete Documentation,,,NA
8400,5458,42,2,2026-03-07,1443000.0,1252000.0,46,14.86,35865.1,Approved,,Medium,2026-03-15,Active
8401,1595,38,6,2026-05-24,960000.0,767000.0,85,14.49,14482.74,Approved,,Medium,2026-05-30,Active
8402,780,49,3,2024-04-08,1319000.0,,68,,,Rejected,Unverifiable Employment,,,NA
8403,183,32,4,2025-02-01,1567000.0,,177,,,Pending,,,,NA
8404,1162,25,5,2025-05-12,361000.0,306000.0,36,8.36,9639.83,Approved,,High,2025-05-16,Active
8405,2504,33,6,2025-07-11,2108000.0,1593000.0,120,13.44,24200.4,Approved,,Medium,2025-07-25,Closed
8406,107,47,5,2025-10-05,682000.0,633000.0,22,8.0,31029.92,Approved,,Low,2025-10-10,Active
8407,4175,21,1,2026-03-29,2519000.0,,171,,,Rejected,Unverifiable Employment,,,NA
8408,760,14,3,2025-10-09,943000.0,,51,,,Rejected,Unverifiable Employment,,,NA
8409,1834,54,5,2024-06-07,457000.0,,36,,,Rejected,Existing Default History,,,NA
8410,639,53,4,2024-03-01,1696000.0,,137,,,Rejected,Low Credit Score,,,NA
8411,3124,38,6,2024-05-03,1162000.0,1044000.0,108,14.75,17513.84,Approved,,Medium,2024-05-06,Active
8412,2224,3,5,2025-07-05,461000.0,385000.0,20,10.06,20989.26,Approved,,Medium,2025-07-22,Active
8413,4915,8,5,2025-05-20,633000.0,536000.0,12,9.78,47068.09,Approved,,Low,2025-06-08,Active
8414,3511,10,4,2023-09-17,2216000.0,2137000.0,121,10.93,29218.59,Approved,,Low,2023-10-05,Active
8415,5327,53,2,2026-03-14,425000.0,392000.0,19,13.9,23103.91,Approved,,Low,2026-03-31,Active
8416,5689,39,4,2026-06-16,659000.0,536000.0,127,10.46,6995.6,Approved,,Low,2026-06-26,Active
8417,779,10,4,2024-04-08,821000.0,,136,,,Rejected,Low Credit Score,,,NA
8418,3208,4,6,2024-11-15,1300000.0,1089000.0,80,15.78,22087.09,Approved,,Low,2024-11-23,Active
8419,3880,23,6,2026-05-22,3406000.0,3265000.0,39,11.7,101043.75,Approved,,High,2026-06-11,Active
8420,2168,41,3,2025-02-12,1029000.0,821000.0,12,10.3,72293.55,Approved,,Low,2025-02-19,Active
8421,877,27,4,2024-05-10,2436000.0,1899000.0,150,10.16,22403.55,Approved,,Low,2024-05-22,Active
8422,548,43,6,2026-03-20,1070000.0,989000.0,114,14.1,15789.71,Approved,,Low,2026-03-23,Active
8423,2568,44,1,2024-05-15,4274000.0,,324,,,Rejected,Unverifiable Employment,,,NA
8424,4146,31,6,2024-08-27,877000.0,,117,,,Rejected,Low Credit Score,,,NA
8425,739,22,6,2024-04-28,2816000.0,2580000.0,101,13.46,42818.1,Approved,,Medium,2024-05-17,Closed
8426,5052,45,5,2026-05-19,267000.0,,36,,,Pending,,,,NA
8427,2157,40,2,2024-01-13,1274000.0,1230000.0,52,10.99,29837.73,Approved,,High,2024-01-19,Active
8428,3562,11,5,2024-10-25,495000.0,,23,,,Rejected,High Debt-to-Income Ratio,,,NA
8429,4220,31,6,2026-05-03,508000.0,,89,,,Rejected,Existing Default History,,,NA
8430,5521,28,1,2023-12-28,3984000.0,3468000.0,259,9.7,32011.61,Approved,,Low,2024-01-05,Closed
8431,586,37,5,2024-03-16,197000.0,182000.0,21,10.87,9556.17,Approved,,High,2024-04-01,Defaulted
